cell_id,fire_count,slide_count,est_damage_usd
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,0,0,0
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,0,0,0
186,0,0,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,0,0,0
208,0,0,0
209,0,0,0
210,0,0,0
211,0,0,0
212,0,0,0
213,0,0,0
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,0
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
257,1,0,90000
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,0,0
265,0,0,0
266,0,0,0
267,0,0,0
268,0,0,0
269,0,0,0
270,0,0,0
271,0,0,0
272,0,0,0
273,0,0,0
274,0,0,0
275,0,0,0
276,0,0,0
277,0,0,0
278,0,0,0
279,0,0,0
280,0,0,0
281,0,0,0
282,0,0,0
283,0,0,0
284,0,0,0
285,0,0,0
286,0,0,0
287,0,0,0
288,0,0,0
289,0,0,0
290,0,0,0
291,0,0,0
292,0,0,0
293,0,0,0
294,0,0,0
295,0,0,0
296,0,0,0
297,0,0,0
298,0,0,0
299,0,0,0
300,0,0,0
301,0,0,0
302,0,0,0
303,0,0,0
304,0,0,0
305,0,0,0
306,0,0,0
307,0,0,0
308,0,0,0
309,0,0,0
310,0,0,0
311,0,0,0
312,0,0,0
313,0,0,0
314,0,0,0
315,0,0,0
316,0,0,0
317,0,0,0
318,0,0,0
319,0,0,0
320,0,0,0
321,0,0,0
322,0,0,0
323,0,0,0
324,0,0,0
325,0,0,0
326,0,0,0
327,0,0,0
328,0,0,0
329,0,0,0
330,0,0,0
331,0,0,0
332,0,0,0
333,0,0,0
334,0,0,0
335,0,0,0
336,0,0,0
337,0,0,0
338,0,0,0
339,0,0,0
340,0,0,0
341,0,0,0
342,0,0,0
343,0,0,0
344,0,0,0
345,0,0,0
346,0,0,0
347,0,0,0
348,0,0,0
349,0,0,0
350,0,0,0
351,0,0,0
352,0,0,0
353,0,0,0
354,0,0,0
355,0,0,0
356,0,0,0
357,0,0,0
358,0,0,0
359,0,0,0
360,0,0,0
361,0,0,0
362,0,0,0
363,0,0,0
364,0,0,0
365,0,0,0
366,0,0,0
367,0,0,0
368,0,0,0
369,0,0,0
370,0,0,0
371,0,0,0
372,0,0,0
373,0,0,0
374,0,0,0
375,0,0,0
376,0,0,0
377,0,0,0
378,0,0,0
379,0,0,0
380,0,0,0
381,0,0,0
382,0,0,0
383,0,0,0
384,0,0,0
385,0,0,0
386,0,0,0
387,0,0,0
388,0,0,0
389,0,0,0
390,0,0,0
391,0,0,0
392,0,0,0
393,0,0,0
394,0,0,0
395,0,0,0
396,0,0,0
397,0,0,0
398,0,0,0
399,0,0,0
400,0,0,0
401,0,0,0
402,0,0,0
403,0,0,0
404,0,0,0
405,0,0,0
406,0,0,0
407,0,0,0
408,0,0,0
409,0,0,0
410,0,0,0
411,0,0,0
412,0,0,0
413,0,0,0
414,0,0,0
415,0,0,0
416,0,0,0
417,0,0,0
418,0,0,0
419,0,0,0
420,0,0,0
421,0,0,0
422,0,0,0
423,0,0,0
424,0,0,0
425,0,0,0
426,4,0,360000
427,19,1,1856000
428,28,4,3104000
429,0,2,292000
430,0,0,0
431,0,0,0
432,0,0,0
433,0,0,0
434,0,0,0
435,0,0,0
436,0,0,0
437,0,0,0
438,0,0,0
439,0,0,0
440,0,0,0
441,0,0,0
442,0,0,0
443,0,0,0
444,0,0,0
445,0,0,0
446,0,0,0
447,0,0,0
448,0,0,0
449,0,0,0
450,0,0,0
451,0,0,0
452,0,0,0
453,0,0,0
454,0,0,0
455,0,0,0
456,0,0,0
457,0,0,0
458,0,0,0
459,0,0,0
460,0,0,0
461,0,0,0
462,0,0,0
463,0,0,0
464,0,0,0
465,0,0,0
466,0,0,0
467,0,0,0
468,0,0,0
469,0,0,0
470,0,0,0
471,0,0,0
472,0,0,0
473,0,0,0
474,0,0,0
475,0,0,0
476,0,0,0
477,7,1,776000
478,28,0,2520000
479,65,3,6288000
480,34,2,3352000
481,13,3,1608000
482,14,2,1552000
483,5,8,1618000
484,12,42,7212000
485,12,10,2540000
486,30,2,2992000
487,43,4,4454000
488,16,3,1878000
489,9,10,2270000
490,31,6,3666000
491,7,1,776000
492,0,0,0
493,0,0,0
494,0,0,0
495,0,0,0
496,0,0,0
497,0,0,0
498,0,0,0
499,0,0,0
500,0,0,0
501,0,0,0
502,0,0,0
503,0,0,0
504,0,0,0
505,0,0,0
506,0,0,0
507,0,0,0
508,0,0,0
509,0,0,0
510,0,0,0
511,0,0,0
512,0,0,0
513,0,0,0
514,0,0,0
515,0,0,0
516,0,0,0
517,0,0,0
518,0,0,0
519,0,0,0
520,0,0,0
521,0,0,0
522,0,0,0
523,0,0,0
524,0,0,0
525,0,0,0
526,0,0,0
527,0,0,0
528,0,0,0
529,0,0,0
530,0,0,0
531,66,0,5940000
532,62,1,5726000
533,41,3,4128000
534,26,2,2632000
535,2,0,180000
536,3,0,270000
537,11,0,990000
538,2,30,4560000
539,0,57,8322000
540,6,0,540000
541,11,20,3910000
542,0,47,6862000
543,1,0,90000
544,4,0,360000
545,13,0,1170000
546,45,4,4634000
547,1,0,90000
548,0,0,0
549,0,0,0
550,0,0,0
551,0,0,0
552,0,0,0
553,0,0,0
554,0,0,0
555,0,0,0
556,0,0,0
557,0,0,0
558,0,0,0
559,0,0,0
560,0,0,0
561,0,0,0
562,0,0,0
563,0,0,0
564,0,0,0
565,0,0,0
566,0,0,0
567,0,0,0
568,0,0,0
569,0,0,0
570,0,0,0
571,0,0,0
572,0,0,0
573,0,0,0
574,0,0,0
575,0,0,0
576,0,0,0
577,0,0,0
578,0,0,0
579,0,0,0
580,0,0,0
581,0,0,0
582,2,0,180000
583,38,5,4150000
584,16,1,1586000
585,56,2,5332000
586,56,6,5916000
587,53,4,5354000
588,41,5,4420000
589,41,6,4566000
590,42,5,4510000
591,16,4,2024000
592,6,0,540000
593,2,53,7918000
594,0,80,11680000
595,1,1,236000
596,1,0,90000
597,0,0,0
598,0,0,0
599,0,0,0
600,3,0,270000
601,0,0,0
602,1,0,90000
603,0,0,0
604,0,0,0
605,0,0,0
606,0,0,0
607,0,0,0
608,0,0,0
609,0,0,0
610,0,0,0
611,0,0,0
612,0,0,0
613,0,0,0
614,0,0,0
615,0,0,0
616,0,0,0
617,0,0,0
618,0,0,0
619,0,0,0
620,0,0,0
621,0,0,0
622,0,0,0
623,0,0,0
624,0,0,0
625,0,0,0
626,0,0,0
627,0,0,0
628,0,0,0
629,1,0,90000
630,3,0,270000
631,1,16,2426000
632,12,35,6190000
633,13,29,5404000
634,96,1,8786000
635,68,17,8602000
636,14,8,2428000
637,19,37,7112000
638,10,88,13748000
639,11,2,1282000
640,5,0,450000
641,20,5,2530000
642,8,2,1012000
643,20,4,2384000
644,16,2,1732000
645,16,5,2170000
646,6,0,540000
647,31,1,2936000
648,3,4,854000
649,0,30,4380000
650,6,2,832000
651,1,0,90000
652,0,0,0
653,2,0,180000
654,0,0,0
655,0,0,0
656,0,0,0
657,0,0,0
658,0,0,0
659,0,0,0
660,0,0,0
661,0,0,0
662,0,0,0
663,0,0,0
664,0,0,0
665,0,0,0
666,0,0,0
667,0,0,0
668,0,0,0
669,0,0,0
670,0,0,0
671,0,0,0
672,0,0,0
673,0,0,0
674,0,0,0
675,0,0,0
676,0,0,0
677,1,1,236000
678,3,7,1292000
679,39,10,4970000
680,10,50,8200000
681,7,17,3112000
682,13,45,7740000
683,21,52,9482000
684,7,54,8514000
685,10,28,4988000
686,3,18,2898000
687,1,32,4762000
688,5,15,2640000
689,19,34,6674000
690,5,58,8918000
691,6,116,17476000
692,12,177,26922000
693,9,500,73810000
694,2,127,18722000
695,6,57,8862000
696,3,4,854000
697,8,1,866000
698,9,0,810000
699,8,0,720000
700,19,4,2294000
701,16,3,1878000
702,9,2,1102000
703,3,0,270000
704,1,0,90000
705,0,0,0
706,0,0,0
707,2,0,180000
708,1,0,90000
709,0,0,0
710,0,0,0
711,0,0,0
712,0,0,0
713,0,0,0
714,0,0,0
715,0,0,0
716,0,0,0
717,0,0,0
718,0,0,0
719,0,0,0
720,22,0,1980000
721,43,5,4600000
722,12,3,1518000
723,11,23,4348000
724,13,67,10952000
725,13,82,13142000
726,18,63,10818000
727,30,27,6642000
728,30,26,6496000
729,2,39,5874000
730,15,11,2956000
731,20,24,5304000
732,15,35,6460000
733,10,47,7762000
734,5,32,5122000
735,5,93,14028000
736,26,11,3946000
737,19,31,6236000
738,12,57,9402000
739,1,18,2718000
740,3,47,7132000
741,3,31,4796000
742,2,31,4706000
743,2,33,4998000
744,28,121,20186000
745,3,98,14578000
746,4,109,16274000
747,5,161,23956000
748,15,209,31864000
749,14,100,15860000
750,5,8,1618000
751,1,0,90000
752,3,0,270000
753,9,0,810000
754,8,0,720000
755,8,0,720000
756,16,48,8448000
757,8,0,720000
758,15,0,1350000
759,18,0,1620000
760,9,0,810000
761,3,0,270000
762,1,0,90000
763,3,0,270000
764,0,0,0
765,4,0,360000
766,53,0,4770000
767,2,0,180000
768,0,0,0
769,0,0,0
770,0,0,0
771,0,0,0
772,0,0,0
773,0,0,0
774,0,0,0
775,24,22,5372000
776,52,5,5410000
777,11,5,1720000
778,8,8,1888000
779,2,6,1056000
780,8,21,3786000
781,9,51,8256000
782,10,119,18274000
783,24,33,6978000
784,11,21,4056000
785,5,51,7896000
786,7,22,3842000
787,2,44,6604000
788,7,36,5886000
789,9,23,4168000
790,3,5,1000000
791,6,3,978000
792,6,12,2292000
793,3,53,8008000
794,5,53,8188000
795,6,40,6380000
796,12,15,3270000
797,2,17,2662000
798,11,56,9166000
799,20,190,29540000
800,6,48,7548000
801,5,53,8188000
802,7,90,13770000
803,18,345,51990000
804,15,62,10402000
805,7,13,2528000
806,4,0,360000
807,3,0,270000
808,6,0,540000
809,16,1,1586000
810,35,13,5048000
811,9,7,1832000
812,23,0,2070000
813,14,0,1260000
814,24,0,2160000
815,22,0,1980000
816,8,0,720000
817,4,0,360000
818,33,0,2970000
819,141,0,12690000
820,264,1,23906000
821,70,2,6592000
822,0,0,0
823,0,0,0
824,0,0,0
825,0,0,0
826,0,0,0
827,0,0,0
828,0,0,0
829,0,0,0
830,27,21,5496000
831,25,11,3856000
832,10,13,2798000
833,5,7,1472000
834,4,9,1674000
835,3,10,1730000
836,4,32,5032000
837,3,62,9322000
838,14,76,12356000
839,4,34,5324000
840,5,74,11254000
841,1,14,2134000
842,14,15,3450000
843,15,4,1934000
844,2,8,1348000
845,3,2,562000
846,1,1,236000
847,5,4,1034000
848,7,39,6324000
849,3,45,6840000
850,19,10,3170000
851,8,22,3932000
852,9,27,4752000
853,21,23,5248000
854,19,1,1856000
855,8,4,1304000
856,5,1,596000
857,4,38,5908000
858,13,461,68476000
859,21,7,2912000
860,13,3,1608000
861,23,1,2216000
862,21,1,2036000
863,37,1,3476000
864,46,7,5162000
865,55,5,5680000
866,25,0,2250000
867,30,0,2700000
868,15,0,1350000
869,38,0,3420000
870,42,4,4364000
871,91,4,8774000
872,79,2,7402000
873,111,1,10136000
874,63,0,5670000
875,57,5,5860000
876,12,2,1372000
877,0,0,0
878,0,0,0
879,0,0,0
880,0,0,0
881,0,0,0
882,0,0,0
883,0,0,0
884,0,0,0
885,32,1,3026000
886,20,11,3406000
887,8,35,5830000
888,3,18,2898000
889,27,46,9146000
890,4,13,2258000
891,1,129,18924000
892,13,69,11244000
893,4,52,7952000
894,3,11,1876000
895,2,61,9086000
896,14,40,7100000
897,16,1,1586000
898,39,7,4532000
899,8,20,3640000
900,11,6,1866000
901,14,4,1844000
902,8,3,1158000
903,17,21,4596000
904,6,10,2000000
905,16,5,2170000
906,6,3,978000
907,32,2,3172000
908,48,1,4466000
909,63,2,5962000
910,15,0,1350000
911,12,0,1080000
912,14,0,1260000
913,22,6,2856000
914,6,0,540000
915,15,7,2372000
916,27,9,3744000
917,29,1,2756000
918,37,4,3914000
919,62,2,5872000
920,56,0,5040000
921,38,0,3420000
922,46,0,4140000
923,25,0,2250000
924,102,0,9180000
925,148,5,14050000
926,285,2,25942000
927,167,2,15322000
928,123,2,11362000
929,29,1,2756000
930,17,13,3428000
931,0,51,7446000
932,0,3,438000
933,0,0,0
934,0,0,0
935,0,0,0
936,0,0,0
937,0,0,0
938,0,0,0
939,0,0,0
940,14,14,3304000
941,15,8,2518000
942,6,21,3606000
943,8,24,4224000
944,4,19,3134000
945,7,13,2528000
946,10,57,9222000
947,13,55,9200000
948,7,12,2382000
949,3,12,2022000
950,20,12,3552000
951,15,11,2956000
952,22,0,1980000
953,14,2,1552000
954,36,4,3824000
955,40,0,3600000
956,19,2,2002000
957,19,0,1710000
958,30,5,3430000
959,35,4,3734000
960,17,1,1676000
961,22,0,1980000
962,49,1,4556000
963,45,1,4196000
964,87,0,7830000
965,41,1,3836000
966,19,0,1710000
967,15,0,1350000
968,31,9,4104000
969,28,1,2666000
970,39,6,4386000
971,51,5,5320000
972,29,0,2610000
973,35,9,4464000
974,45,2,4342000
975,88,19,10694000
976,83,10,8930000
977,39,2,3802000
978,68,1,6266000
979,46,0,4140000
980,56,1,5186000
981,74,2,6952000
982,168,5,15850000
983,129,3,12048000
984,99,2,9202000
985,61,1,5636000
986,5,33,5268000
987,0,5,730000
988,1,0,90000
989,0,0,0
990,0,0,0
991,0,0,0
992,0,0,0
993,0,0,0
994,0,0,0
995,0,0,0
996,11,108,16758000
997,8,79,12254000
998,2,52,7772000
999,3,24,3774000
1000,33,44,9394000
1001,25,68,12178000
1002,13,21,4236000
1003,9,31,5336000
1004,32,20,5800000
1005,34,4,3644000
1006,24,6,3036000
1007,10,1,1046000
1008,1,0,90000
1009,12,0,1080000
1010,13,1,1316000
1011,2,0,180000
1012,13,6,2046000
1013,13,10,2630000
1014,2,0,180000
1015,0,0,0
1016,2,1,326000
1017,11,0,990000
1018,2,1,326000
1019,38,1,3566000
1020,65,1,5996000
1021,42,3,4218000
1022,27,2,2722000
1023,31,8,3958000
1024,31,1,2936000
1025,11,0,990000
1026,33,1,3116000
1027,26,5,3070000
1028,18,18,4248000
1029,25,2,2542000
1030,36,1,3386000
1031,47,4,4814000
1032,43,2,4162000
1033,52,0,4680000
1034,33,0,2970000
1035,44,1,4106000
1036,107,0,9630000
1037,151,3,14028000
1038,51,1,4736000
1039,82,0,7380000
1040,21,0,1890000
1041,18,7,2642000
1042,3,1,416000
1043,0,0,0
1044,0,0,0
1045,0,0,0
1046,0,0,0
1047,0,0,0
1048,0,0,0
1049,0,0,0
1050,0,0,0
1051,24,100,16760000
1052,5,149,22204000
1053,4,33,5178000
1054,21,200,31090000
1055,16,154,23924000
1056,23,76,13166000
1057,12,29,5314000
1058,13,10,2630000
1059,38,6,4296000
1060,24,8,3328000
1061,4,3,798000
1062,1,6,966000
1063,0,0,0
1064,0,3,438000
1065,0,0,0
1066,1,0,90000
1067,0,1,146000
1068,0,2,292000
1069,0,0,0
1070,0,0,0
1071,0,6,876000
1072,0,0,0
1073,0,0,0
1074,10,13,2798000
1075,43,22,7082000
1076,35,0,3150000
1077,70,3,6738000
1078,27,4,3014000
1079,17,2,1822000
1080,8,0,720000
1081,15,1,1496000
1082,25,21,5316000
1083,20,1,1946000
1084,19,0,1710000
1085,20,0,1800000
1086,31,1,2936000
1087,28,0,2520000
1088,14,2,1552000
1089,23,0,2070000
1090,27,0,2430000
1091,53,4,5354000
1092,172,5,16210000
1093,88,0,7920000
1094,119,1,10856000
1095,69,8,7378000
1096,15,20,4270000
1097,0,7,1022000
1098,0,0,0
1099,0,0,0
1100,0,0,0
1101,0,0,0
1102,0,0,0
1103,0,0,0
1104,0,0,0
1105,0,0,0
1106,49,4,4994000
1107,13,2,1462000
1108,8,4,1304000
1109,6,26,4336000
1110,16,12,3192000
1111,29,21,5676000
1112,0,2,292000
1113,0,5,730000
1114,0,4,584000
1115,0,2,292000
1116,0,0,0
1117,0,2,292000
1118,0,1,146000
1119,1,3,528000
1120,0,4,584000
1121,1,5,820000
1122,1,8,1258000
1123,0,0,0
1124,2,6,1056000
1125,3,6,1146000
1126,11,0,990000
1127,10,1,1046000
1128,55,5,5680000
1129,35,18,5778000
1130,18,3,2058000
1131,22,0,1980000
1132,55,3,5388000
1133,16,3,1878000
1134,8,0,720000
1135,4,0,360000
1136,6,0,540000
1137,40,40,9440000
1138,35,12,4902000
1139,8,8,1888000
1140,8,0,720000
1141,29,0,2610000
1142,20,10,3260000
1143,6,4,1124000
1144,44,0,3960000
1145,37,0,3330000
1146,127,0,11430000
1147,82,1,7526000
1148,30,0,2700000
1149,111,7,11012000
1150,45,21,7116000
1151,23,30,6450000
1152,0,0,0
1153,0,0,0
1154,0,0,0
1155,0,0,0
1156,0,0,0
1157,0,0,0
1158,0,0,0
1159,0,0,0
1160,0,0,0
1161,8,18,3348000
1162,35,28,7238000
1163,28,8,3688000
1164,48,6,5196000
1165,28,12,4272000
1166,37,16,5666000
1167,6,8,1708000
1168,0,2,292000
1169,1,2,382000
1170,1,3,528000
1171,0,1,146000
1172,0,0,0
1173,0,0,0
1174,0,0,0
1175,0,0,0
1176,0,0,0
1177,0,0,0
1178,0,1,146000
1179,29,1,2756000
1180,27,0,2430000
1181,58,1,5366000
1182,23,0,2070000
1183,32,1,3026000
1184,43,13,5768000
1185,62,2,5872000
1186,30,1,2846000
1187,9,1,956000
1188,47,5,4960000
1189,5,0,450000
1190,12,0,1080000
1191,11,0,990000
1192,4,70,10580000
1193,5,6,1326000
1194,3,5,1000000
1195,2,4,764000
1196,19,11,3316000
1197,10,5,1630000
1198,23,4,2654000
1199,50,1,4646000
1200,119,2,11002000
1201,107,0,9630000
1202,167,0,15030000
1203,58,3,5658000
1204,46,2,4432000
1205,44,13,5858000
1206,3,24,3774000
1207,0,0,0
1208,0,0,0
1209,0,0,0
1210,0,0,0
1211,0,0,0
1212,0,0,0
1213,0,0,0
1214,0,0,0
1215,0,0,0
1216,0,0,0
1217,2,0,180000
1218,11,11,2596000
1219,29,1,2756000
1220,4,1,506000
1221,1,2,382000
1222,0,164,23944000
1223,0,295,43070000
1224,0,25,3650000
1225,0,7,1022000
1226,1,0,90000
1227,0,1,146000
1228,14,0,1260000
1229,33,0,2970000
1230,33,0,2970000
1231,29,1,2756000
1232,19,4,2294000
1233,10,1,1046000
1234,33,2,3262000
1235,75,1,6896000
1236,40,1,3746000
1237,7,1,776000
1238,4,0,360000
1239,22,1,2126000
1240,35,12,4902000
1241,27,13,4328000
1242,9,5,1540000
1243,11,14,3034000
1244,5,7,1472000
1245,2,0,180000
1246,10,1,1046000
1247,0,36,5256000
1248,0,14,2044000
1249,1,1,236000
1250,0,3,438000
1251,0,10,1460000
1252,1,11,1696000
1253,28,7,3542000
1254,32,0,2880000
1255,54,1,5006000
1256,54,1,5006000
1257,35,1,3296000
1258,27,0,2430000
1259,26,1,2486000
1260,118,37,16022000
1261,22,13,3878000
1262,16,0,1440000
1263,0,0,0
1264,0,0,0
1265,0,0,0
1266,0,0,0
1267,0,0,0
1268,0,0,0
1269,0,0,0
1270,0,0,0
1271,0,0,0
1272,0,0,0
1273,0,0,0
1274,0,0,0
1275,0,0,0
1276,0,0,0
1277,0,47,6862000
1278,0,1064,155344000
1279,0,96,14016000
1280,0,64,9344000
1281,1,4,674000
1282,16,2,1732000
1283,39,1,3656000
1284,42,5,4510000
1285,22,3,2418000
1286,61,5,6220000
1287,20,0,1800000
1288,11,7,2012000
1289,5,5,1180000
1290,55,10,6410000
1291,12,1,1226000
1292,6,2,832000
1293,25,2,2542000
1294,11,0,990000
1295,16,13,3338000
1296,4,16,2696000
1297,1,9,1404000
1298,0,5,730000
1299,5,7,1472000
1300,4,0,360000
1301,0,4,584000
1302,2,6,1056000
1303,1,49,7244000
1304,0,0,0
1305,0,4,584000
1306,0,10,1460000
1307,0,2,292000
1308,10,1,1046000
1309,72,2,6772000
1310,45,0,4050000
1311,84,0,7560000
1312,43,0,3870000
1313,31,6,3666000
1314,33,1,3116000
